Id,Naslov,Opis,Cena,Kategorija
ID Oglasa: #158628441,Prva pomoć set obavezne opreme 9.2028,,,"{'file1': 'Automobili | Oprema\n>\nObavezna oprema', 'file2': 'Auto oprema\n>\nObavezna oprema'}"
ID Oglasa: #67978645,Termostat za mermerni radijator,,"{'file1': '20 €\nZamena moguća', 'file2': '2.800 din'}",
ID Oglasa: #163707827,Polirka DeWALT 700w mašina za poliranje sa potenciometrom,,"{'file1': '2.390 din', 'file2': '2.350 din'}",
ID Oglasa: #147030386,Pumpa ručna za izvlačenje tečnosti-ulja i vode 1.5l,,,"{'file1': 'Automobili | Delovi i alati\n>\nAlati i oprema za autoservise', 'file2': 'Auto delovi i alati\n>\nAlati i oprema za autoservise'}"
ID Oglasa: #80787689,MAKITA biaks čeona brusilica set,,"{'file1': '3.300 din\nZamena moguća', 'file2': '2.980 din\nZamena moguća'}",
ID Oglasa: #170964321,Set torex gedora 26kom m5/m16,,,"{'file1': 'Automobili | Delovi i alati\n>\nAlati i oprema za autoservise', 'file2': 'Auto delovi i alati\n>\nAlati i oprema za autoservise'}"
ID Oglasa: #170976269,Set alata za vadjenje ostecenih matica i vijaka,,"{'file1': '3.450 din', 'file2': '3.430 din'}",
ID Oglasa: #170653818,Set za skidanje zalomljenih šrafova i matica sa sekačem 28k,,,"{'file1': 'Automobili | Delovi i alati\n>\nAlati i oprema za autoservise', 'file2': 'Auto delovi i alati\n>\nAlati i oprema za autoservise'}"
ID Oglasa: #170961270,Set za skidanje filtera ulja 23 delova,,"{'file1': '3.600 din', 'file2': '3.400 din'}","{'file1': 'Automobili | Delovi i alati\n>\nAlati i oprema za autoservise', 'file2': 'Auto delovi i alati\n>\nAlati i oprema za autoservise'}"
ID Oglasa: #170963740,Klesta za šelne set 9kom,,"{'file1': '3.700 din', 'file2': '3.400 din'}","{'file1': 'Automobili | Delovi i alati\n>\nAlati i oprema za autoservise', 'file2': 'Auto delovi i alati\n>\nAlati i oprema za autoservise'}"
ID Oglasa: #170961757,Alat/set za merenje kompresije za dizel motore,,,"{'file1': 'Automobili | Delovi i alati\n>\nAlati i oprema za autoservise', 'file2': 'Auto delovi i alati\n>\nAlati i oprema za autoservise'}"
ID Oglasa: #52541781,Felne BMW 15incha 6.5jx15 72.6 dia IS42 cena za sve 4,,,"{'file1': 'Automobili | Delovi i alati\n>\nAuto | Felne', 'file2': 'Auto delovi i alati\n>\nAuto | Felne'}"
ID Oglasa: #52845461,BMW 15ica centralna 72.6mm ZAMENA ZA FELNE PUNTO,,,"{'file1': 'Automobili | Delovi i alati\n>\nAuto | Felne', 'file2': 'Auto delovi i alati\n>\nAuto | Felne'}"
